ga,gaw,gad,gastr,ML,MM,MS,z,m1,z,m2,z,m3,z,m10,z,m25,z,m50,z,m75,z,m90,z,m95,z,m97,z,m98,z,m99
24.74285714,24,5.2,5,1.146129704,0.772748141,0.169070424,-2.326347874,458.0976379,-2.053748911,496.3126539,-1.880793608,520.3355372,-1.281551566,602.3780291,-0.67448975,683.8537973,0,772.7481414,0.67448975,860.1689726,1.281551566,937.7497854,1.644853627,983.7287846,1.880793608,1013.420732,2.053748911,1035.105665,2.326347874,1069.150116
24.77142857,24,5.4,5,1.145566487,0.775689553,0.169019707,-2.326347874,459.9837767,-2.053748911,498.3208101,-1.880793608,522.4214428,-1.281551566,604.7348609,-0.67448975,686.4868771,0,775.6895535,0.67448975,863.4197039,1.281551566,941.2794818,1.644853627,987.4256134,1.880793608,1017.226159,2.053748911,1038.990723,2.326347874,1073.160717
24.8,24,5.6,5,1.145001806,0.778648168,0.168968915,-2.326347874,461.8813777,-2.053748911,500.3410774,-1.880793608,524.5198751,-1.281551566,607.1056803,-0.67448975,689.1354535,0,778.6481682,0.67448975,866.6893705,1.281551566,944.8296924,1.644853627,991.1439093,1.880793608,1021.053674,2.053748911,1042.898326,2.326347874,1077.194586
24.82857143,24,5.8,5,1.14443565,0.781624161,0.168918049,-2.326347874,463.7905556,-2.053748911,502.3735775,-1.880793608,526.6309602,-1.281551566,609.4906286,-0.67448975,691.7996838,0,781.624161,0.67448975,869.9781657,1.281551566,948.4006272,1.644853627,994.8838924,1.880793608,1024.903505,2.053748911,1046.828708,2.326347874,1081.251964
24.85714286,24,6,6,1.143868015,0.784617671,0.168867108,-2.326347874,465.7114033,-2.053748911,504.4184084,-1.880793608,528.7547995,-1.281551566,611.8898192,-0.67448975,694.4796938,0,784.6176713,0.67448975,873.2862434,1.281551566,951.9924531,1.644853627,998.6457372,1.880793608,1028.775831,2.053748911,1050.78205,2.326347874,1085.33304
24.88571429,24,6.2,6,1.143298898,0.787628807,0.168816096,-2.326347874,467.643995,-2.053748911,506.4756482,-1.880793608,530.8914734,-1.281551566,614.3033411,-0.67448975,697.1755813,0,787.6288075,0.67448975,876.6137225,1.281551566,955.6052988,1.644853627,1002.429579,1.880793608,1032.670791,2.053748911,1054.758495,2.326347874,1089.43796
24.91428571,24,6.4,6,1.142728297,0.790657652,0.168765011,-2.326347874,469.5883892,-2.053748911,508.5453579,-1.880793608,533.0410446,-1.281551566,616.7312629,-0.67448975,699.8874214,0,790.6576518,0.67448975,879.9606932,1.281551566,959.2392618,1.644853627,1006.235519,1.880793608,1036.588491,2.053748911,1058.75815,2.326347874,1093.566835
24.94285714,24,6.6,6,1.142156214,0.793704258,0.168713856,-2.326347874,471.5446273,-2.053748911,510.62758,-1.880793608,535.2035563,-1.281551566,619.1736308,-0.67448975,702.6152636,0,793.7042582,0.67448975,883.327214,1.281551566,962.8944049,1.644853627,1010.063623,1.880793608,1040.528997,2.053748911,1062.781084,2.326347874,1097.719735
24.97142857,24,6.8,6,1.141582654,0.796768639,0.168662631,-2.326347874,473.5127256,-2.053748911,512.7223299,-1.880793608,537.3790238,-1.281551566,621.6304587,-0.67448975,705.3591208,0,796.7686389,0.67448975,886.7132968,1.281551566,966.5707404,1.644853627,1013.913904,1.880793608,1044.492322,2.053748911,1066.82731,2.326347874,1101.896674
25,25,0,0,1.14100762,0.799850814,0.168611337,-2.326347874,475.4927052,-2.053748911,514.8296285,-1.880793608,539.5674673,-1.281551566,624.1017664,-0.67448975,708.1190131,0,799.8508144,0.67448975,890.1189631,1.281551566,970.2682909,1.644853627,1017.786386,1.880793608,1048.47849,2.053748911,1070.896852,2.326347874,1106.097677
